date_time,return
s0d1001,0.020568229
s0d1002,0.01154511
s0d1003,0.021110391
s0d1004,-0.002853335
s0d1005,0.015037012
s0d1006,0.014315362
s0d1007,-0.035181936
s0d1008,-0.020693343
s0d1009,0.01823242
s0d1010,0.064357337
s0d1011,0.044298981
s0d1012,-0.025273442
s0d1013,-0.020760062
s0d1014,-0.004630407
s0d1015,0.010136905
s0d1016,0.048374118
s0d1017,0.030113056
s0d1018,-0.018633722
s0d1019,-0.069973292
s0d1020,0.04430672
s0d1021,0.155238566
s0d1022,-0.003466625
s0d1023,-0.093979651
s0d1024,-0.039961921
s0d1025,0.017286746
s0d1026,0.002713886
s0d1027,-0.008946007
s0d1028,-0.000899702
s0d1029,-0.007219921
s0d1030,-0.029813646
s0d1031,-0.069998053
s0d1032,-0.062380141
s0d1033,-0.010751216
s0d1034,0.033764215
s0d1035,0.062245089
s0d1036,0.029772787
s0d1037,0.009303894
s0d1038,0.009329921
s0d1039,-0.021192586
s0d1040,-0.008314742
s0d1041,-0.008479047
s0d1042,0.038206095
s0d1043,0.042734307
s0d1044,-0.038597218
s0d1045,-0.026411555
s0d1046,-0.002800043
s0d1047,-0.018704482
s0d1048,-0.007490319
s0d1049,-0.001908457
s0d1050,-0.036793795
s0d1051,-0.013369005
s0d1052,-0.029379725
s0d1053,-0.034852376
s0d1054,-0.031283254
s0d1055,-0.035102796
s0d1056,-0.089585926
s0d1057,-0.080047616
s0d1058,0.009152951
s0d1059,-0.006777073
s0d1060,0.020409688
s0d1061,0.029580197
s0d1062,-0.008888523
s0d1063,-0.001101512
s0d1064,0.01905404
s0d1065,-0.035405731
s0d1066,-0.027498323
s0d1067,0.029817749
s0d1068,0.009049394
s0d1069,-0.017816677
s0d1070,-0.021298409
s0d1071,0.007939696
s0d1072,0.037795499
s0d1073,0.008998489
s0d1074,-0.023179049
s0d1075,-0.01338195
s0d1076,-0.015816274
s0d1077,-0.025981884
s0d1078,-0.002298481
s0d1079,-0.003488483
s0d1080,0.039126272
s0d1081,0.071020956
s0d1082,0.006641972
s0d1083,-0.013047372
s0d1084,-0.02529592
s0d1085,-0.012112909
s0d1086,0.011279209
s0d1087,0.016725142
s0d1088,0.027906506
s0d1089,0.01205973
s0d1090,-0.011941927
s0d1091,-0.027089991
s0d1092,-0.013190773
s0d1093,0.005568858
s0d1094,-0.00333948
s0d1095,0.013293068
s0d1096,0.023463893
s0d1097,-0.008742786
s0d1098,-0.008733271
s0d1099,0.006612651
s0d1100,-0.02863546
s0d1101,-0.028478614
s0d1102,-0.001130239
s0d1103,-0.011275821
s0d1104,-0.002272387
s0d1105,0.011404415
s0d1106,0.014790099
s0d1107,0.0
s0d1108,-0.024660343
s0d1109,-0.015780577
s0d1110,-0.035634132
s0d1111,-0.035511726
s0d1112,0.017881341
s0d1113,0.013062367
s0d1114,0.001167289
s0d1115,0.0
s0d1116,-0.002341492
s0d1117,0.0
s0d1118,-0.005862638
s0d1119,-0.031650521
s0d1120,-0.036558826
s0d1121,-0.058108917
s0d1122,-0.053848558
s0d1123,0.0
s0d1124,-0.009059226
s0d1125,-0.005146451
s0d1126,0.007829893
s0d1127,0.001298591
s0d1128,0.009071021
s0d1129,0.006442011
s0d1130,0.032097721
s0d1131,0.024367316
s0d1132,-0.009960037
s0d1133,-0.003763546
s0d1134,-0.008787183
s0d1135,0.033927426
s0d1136,0.086186553
s0d1137,0.024295267
s0d1138,-0.014006518
s0d1139,-0.007114725
s0d1140,0.022483084
s0d1141,0.031064521
s0d1142,0.019681135
s0d1143,0.012744508
s0d1144,-0.001140869
s0d1145,0.009152951
s0d1146,0.012507724
s0d1147,-0.004530297
s0d1148,-0.010106334
s0d1149,0.011381977
s0d1150,-0.022670166
s0d1151,-0.022517048
s0d1152,0.009280321
s0d1153,0.024193701
s0d1154,-0.012651395
s0d1155,-0.008998489
s0d1156,0.013974009
s0d1157,-0.035189272
s0d1158,-0.035593349
s0d1159,-0.016467487
s0d1160,0.03333693
s0d1161,0.142341881
s0d1162,0.144004252
s0d1163,0.015709381
s0d1164,-0.022152161
s0d1165,0.019585694
s0d1166,0.005150178
s0d1167,-0.019209463
s0d1168,-0.028691534
s0d1169,-0.036088297
s0d1170,-0.009490041
s0d1171,-0.016036655
s0d1172,-0.018109076
s0d1173,0.035864601
s0d1174,0.047724998
s0d1175,-0.01783445
s0d1176,-0.069354302
s0d1177,-0.041668134
s0d1178,0.01000724
s0d1179,0.018947813
s0d1180,0.001097874
s0d1181,0.0087524
s0d1182,0.013205358
s0d1183,-0.00867646
s0d1184,-0.027148876
s0d1185,0.038299637
s0d1186,0.068088197
s0d1187,0.002100877
s0d1188,-0.009409354
s0d1189,-0.003153372
s0d1190,0.025315466
s0d1191,0.014773873
s0d1192,-0.002051178
s0d1193,-0.018712318
s0d1194,-0.024749658
s0d1195,-0.020125149
s0d1196,-0.021136512
s0d1197,0.022693873
s0d1198,0.033479243
s0d1199,0.012688874
s0d1200,0.013584594
s0d1201,-0.006260642
s0d1202,0.004119281
s0d1203,0.019956038
s0d1204,0.016426445
s0d1205,0.027804174
s0d1206,0.016160977
s0d1207,0.00601798
s0d1208,0.0
s0d1209,0.025889091
s0d1210,0.061633963
s0d1211,0.03398629
s0d1212,-0.003749016
s0d1213,-0.016902607
s0d1214,-0.020673955
s0d1215,0.030562222
s0d1216,0.026874239
s0d1217,-0.012048653
s0d1218,-0.023368264
s0d1219,0.008439536
s0d1220,0.018180098
s0d1221,0.052098741
s0d1222,0.04793725
s0d1223,-0.016797663
s0d1224,0.017038695
s0d1225,0.026975366
s0d1226,-0.007933452
s0d1227,-0.028899983
s0d1228,0.017773319
s0d1229,0.028861154
s0d1230,0.011354152
s0d1231,-0.007011083
s0d1232,-0.049225231
s0d1233,0.013234054
s0d1234,0.046326297
s0d1235,0.031361236
s0d1236,-0.006944146
s0d1237,-0.130912785
s0d1238,-0.128497253
s0d1239,0.009719776
s0d1240,0.050150393
s0d1241,0.005772555
s0d1242,0.032474328
s0d1243,0.022965579
s0d1244,0.001851965
